"","Zona","Fecha","Temperatura","Hum_Rel","Rocio","Dia","Hora","Iluminacion"
"423","Fuera","2017.06.12 22:29:37",23.9,56.3,14.7,12,22,"N"
"424","Fuera","2017.06.12 22:39:37",23.7,56.4,14.5,12,22,"N"
"425","Fuera","2017.06.12 22:49:37",23.6,56.4,14.4,12,22,"N"
"426","Fuera","2017.06.12 22:59:37",23.4,56.5,14.3,12,22,"N"
"427","Fuera","2017.06.12 23:09:37",23.3,56.5,14.2,12,23,"N"
"428","Fuera","2017.06.12 23:19:37",23.2,56.6,14.1,12,23,"N"
"429","Fuera","2017.06.12 23:29:37",23.1,56.6,14,12,23,"N"
"430","Fuera","2017.06.12 23:39:37",23,56.7,14,12,23,"N"
"431","Fuera","2017.06.12 23:49:37",22.9,56.7,13.9,12,23,"N"
"432","Fuera","2017.06.12 23:59:37",22.9,56.7,13.8,12,23,"N"
"433","Dentro","2017.06.21 00:09:38",20.6,77.8,16.6,21,0,"N"
"434","Dentro","2017.06.21 00:19:38",20.6,77.9,16.6,21,0,"N"
"435","Dentro","2017.06.21 00:29:38",20.7,77.9,16.7,21,0,"N"
"436","Dentro","2017.06.21 00:39:38",20.7,78,16.7,21,0,"N"
"437","Dentro","2017.06.21 00:49:38",20.7,77.9,16.7,21,0,"N"
"438","Dentro","2017.06.21 00:59:38",20.8,77.8,16.8,21,0,"N"
"439","Dentro","2017.06.21 01:09:38",20.8,77.8,16.7,21,1,"N"
"440","Dentro","2017.06.21 01:19:38",20.8,77.8,16.7,21,1,"N"
"441","Dentro","2017.06.21 01:29:38",20.7,77.9,16.7,21,1,"N"
"442","Dentro","2017.06.21 01:39:38",20.7,77.9,16.7,21,1,"N"
"443","Dentro","2017.06.21 01:49:38",20.7,77.9,16.7,21,1,"N"
"444","Dentro","2017.06.21 01:59:38",20.7,78.1,16.7,21,1,"N"
"445","Dentro","2017.06.21 02:09:38",20.6,78.2,16.7,21,2,"N"
"446","Dentro","2017.06.21 02:19:38",20.6,78.3,16.7,21,2,"N"
"447","Dentro","2017.06.21 02:29:38",20.6,78.4,16.7,21,2,"N"
"448","Dentro","2017.06.21 02:39:38",20.5,78.3,16.7,21,2,"N"
"449","Dentro","2017.06.21 02:49:38",20.4,78.2,16.5,21,2,"N"
"450","Dentro","2017.06.21 02:59:38",20.4,78.3,16.5,21,2,"N"
"451","Dentro","2017.06.21 03:09:38",20.4,78.4,16.5,21,3,"N"
"452","Dentro","2017.06.21 03:19:38",20.4,78.5,16.6,21,3,"N"
"453","Dentro","2017.06.21 03:29:38",20.4,78.5,16.6,21,3,"N"
"454","Dentro","2017.06.21 03:39:38",20.4,78.6,16.6,21,3,"N"
"455","Dentro","2017.06.21 03:49:38",20.4,78.7,16.6,21,3,"N"
"456","Dentro","2017.06.21 03:59:38",20.5,78.7,16.7,21,3,"N"
"457","Dentro","2017.06.21 04:09:38",20.5,78.8,16.7,21,4,"N"
"458","Dentro","2017.06.21 04:19:38",20.5,78.8,16.7,21,4,"N"
"459","Dentro","2017.06.21 04:29:38",20.5,78.8,16.7,21,4,"N"
"460","Dentro","2017.06.21 04:39:38",20.5,78.8,16.7,21,4,"N"
"461","Dentro","2017.06.21 04:49:38",20.5,78.8,16.7,21,4,"N"
"462","Dentro","2017.06.21 04:59:38",20.5,78.8,16.7,21,4,"N"
"463","Dentro","2017.06.21 05:09:38",20.5,78.9,16.7,21,5,"N"
"464","Dentro","2017.06.21 05:19:38",20.4,78.9,16.6,21,5,"N"
"465","Dentro","2017.06.21 05:29:38",20.4,79,16.6,21,5,"N"
"466","Dentro","2017.06.21 05:39:38",20.4,79.1,16.7,21,5,"N"
"467","Dentro","2017.06.21 05:49:38",20.4,79.1,16.6,21,5,"N"
"468","Dentro","2017.06.21 05:59:38",20.4,79.1,16.6,21,5,"N"
"469","Dentro","2017.06.21 06:09:38",20.4,79.1,16.6,21,6,"N"
"470","Dentro","2017.06.21 06:19:38",20.4,79,16.6,21,6,"N"
"471","Dentro","2017.06.21 06:29:38",20.4,79.1,16.6,21,6,"N"
"472","Dentro","2017.06.21 06:39:38",20.4,79.1,16.6,21,6,"N"
"473","Dentro","2017.06.21 06:49:38",20.4,78.9,16.6,21,6,"N"
"474","Dentro","2017.06.21 06:59:38",20.4,78.9,16.6,21,6,"N"
"475","Dentro","2017.06.21 07:09:38",20.5,78.7,16.7,21,7,"N"
"476","Dentro","2017.06.21 07:19:38",20.5,78.6,16.7,21,7,"N"
"477","Dentro","2017.06.21 07:29:38",20.7,78.6,16.8,21,7,"N"
"478","Dentro","2017.06.21 07:39:38",20.8,78.3,16.9,21,7,"N"
"479","Dentro","2017.06.21 07:49:38",21.1,78.1,17.2,21,7,"N"
"480","Dentro","2017.06.21 07:59:38",21.5,77.4,17.4,21,7,"N"
"481","Dentro","2017.06.21 08:09:38",21.7,76.9,17.5,21,8,"D"
"482","Dentro","2017.06.21 08:19:38",21.8,76.6,17.5,21,8,"D"
"483","Dentro","2017.06.21 08:29:38",21.8,76.3,17.5,21,8,"D"
"484","Dentro","2017.06.21 08:39:38",21.8,76.2,17.4,21,8,"D"
"485","Dentro","2017.06.21 08:49:38",21.9,76.1,17.5,21,8,"D"
"486","Dentro","2017.06.21 08:59:38",22.5,75.6,18,21,8,"D"
"487","Dentro","2017.06.21 09:09:38",22.6,74.8,17.9,21,9,"D"
"488","Dentro","2017.06.21 09:19:38",22.9,74.3,18,21,9,"D"
"489","Dentro","2017.06.21 09:29:38",23.1,73.9,18.2,21,9,"D"
"490","Dentro","2017.06.21 09:39:38",23.4,73.3,18.3,21,9,"D"
"491","Dentro","2017.06.21 09:49:38",23.7,72.8,18.6,21,9,"D"
"492","Dentro","2017.06.21 09:59:38",24.6,72.3,19.3,21,9,"D"
"493","Dentro","2017.06.21 10:09:38",26.3,69.9,20.3,21,10,"D"
"494","Dentro","2017.06.21 10:19:38",26.3,68,19.9,21,10,"D"
"495","Dentro","2017.06.21 10:29:38",27.3,66.3,20.5,21,10,"D"
"496","Dentro","2017.06.21 10:39:38",27.5,65.1,20.4,21,10,"D"
"497","Dentro","2017.06.21 10:49:38",28.4,63.9,20.9,21,10,"D"
"498","Dentro","2017.06.21 10:59:38",28.4,62.8,20.6,21,10,"D"
"499","Dentro","2017.06.21 11:09:38",28.5,62.1,20.6,21,11,"D"
"500","Dentro","2017.06.21 11:19:38",28.9,61.4,20.7,21,11,"D"
"501","Dentro","2017.06.21 11:29:38",29,60.7,20.6,21,11,"D"
"502","Dentro","2017.06.21 11:39:38",30,59.6,21.3,21,11,"D"
"503","Dentro","2017.06.21 11:49:38",31,57.6,21.7,21,11,"D"
"504","Dentro","2017.06.21 11:59:38",31.1,57.1,21.6,21,11,"D"
"505","Dentro","2017.06.21 12:09:38",31.8,56,21.9,21,12,"D"
"506","Dentro","2017.06.21 12:19:38",33.1,54.1,22.6,21,12,"D"
"507","Dentro","2017.06.21 12:29:38",33.3,52.7,22.3,21,12,"D"
"508","Dentro","2017.06.21 12:39:38",32.8,52.5,21.8,21,12,"D"
"509","Dentro","2017.06.21 12:49:38",32.8,52.2,21.7,21,12,"D"
"510","Dentro","2017.06.21 12:59:38",32.6,51.8,21.4,21,12,"D"
"511","Dentro","2017.06.21 13:09:38",32.3,52.2,21.2,21,13,"D"
"512","Dentro","2017.06.21 13:19:38",32,52.3,21,21,13,"D"
"513","Dentro","2017.06.21 13:29:38",32.3,52.5,21.3,21,13,"D"
"514","Dentro","2017.06.21 13:39:38",32,52.4,21,21,13,"D"
"515","Dentro","2017.06.21 13:49:38",32.6,51.8,21.4,21,13,"D"
"516","Dentro","2017.06.21 13:59:38",33.1,51.5,21.8,21,13,"D"
"517","Dentro","2017.06.21 14:09:38",34.1,51.1,22.6,21,14,"D"
"518","Dentro","2017.06.21 14:19:38",34.4,50.3,22.5,21,14,"D"
"519","Dentro","2017.06.21 14:29:38",33.5,49.9,21.6,21,14,"D"
"520","Dentro","2017.06.21 14:39:38",32.4,50.7,20.9,21,14,"D"
"521","Dentro","2017.06.21 14:49:38",31.8,51.8,20.6,21,14,"D"
"522","Dentro","2017.06.21 14:59:38",31,52.4,20.1,21,14,"D"
"523","Dentro","2017.06.21 15:09:38",30.5,53.2,20,21,15,"D"
"524","Dentro","2017.06.21 15:19:38",30.4,53.6,19.9,21,15,"D"
"525","Dentro","2017.06.21 15:29:38",30.6,53.8,20.2,21,15,"D"
"526","Dentro","2017.06.21 15:39:38",30.9,53.7,20.4,21,15,"D"
"527","Dentro","2017.06.21 15:49:38",30.9,53.3,20.3,21,15,"D"
"528","Dentro","2017.06.21 15:59:38",30,54.1,19.6,21,15,"D"
"529","Dentro","2017.06.21 16:09:38",29.1,55.1,19.2,21,16,"D"
"530","Dentro","2017.06.21 16:19:38",28.4,56.1,18.8,21,16,"D"
"531","Dentro","2017.06.21 16:29:38",28,57,18.7,21,16,"D"
"532","Dentro","2017.06.21 16:39:38",27.6,57.8,18.5,21,16,"D"
"533","Dentro","2017.06.21 16:49:38",27.3,58.6,18.5,21,16,"D"
"534","Dentro","2017.06.21 16:59:38",27,59.2,18.4,21,16,"D"
"535","Dentro","2017.06.21 17:09:38",26.8,59.8,18.3,21,17,"D"
"536","Dentro","2017.06.21 17:19:38",26.4,60.5,18.1,21,17,"D"
"537","Dentro","2017.06.21 17:29:38",26.1,61.1,18,21,17,"D"
"538","Dentro","2017.06.21 17:39:38",25.8,61.8,17.9,21,17,"D"
"539","Dentro","2017.06.21 17:49:38",25.4,62.5,17.7,21,17,"D"
"540","Dentro","2017.06.21 17:59:38",25.1,63.1,17.6,21,17,"D"
"541","Dentro","2017.06.21 18:09:38",24.8,63.8,17.5,21,18,"D"
"542","Dentro","2017.06.21 18:19:38",24.5,64.4,17.4,21,18,"D"
"543","Dentro","2017.06.21 18:29:38",24.3,65,17.3,21,18,"D"
"544","Dentro","2017.06.21 18:39:38",24.1,65.7,17.2,21,18,"D"
"545","Dentro","2017.06.21 18:49:38",23.9,66.5,17.3,21,18,"D"
"546","Dentro","2017.06.21 18:59:38",23.6,67.5,17.2,21,18,"D"
"547","Dentro","2017.06.21 19:09:38",23.4,68.2,17.2,21,19,"N"
"548","Dentro","2017.06.21 19:19:38",23.3,68.7,17.2,21,19,"N"
"549","Dentro","2017.06.21 19:29:38",23.1,69,17.1,21,19,"N"
"550","Dentro","2017.06.21 19:39:38",23,69.6,17.1,21,19,"N"
"551","Dentro","2017.06.21 19:49:38",22.8,70.3,17.1,21,19,"N"
"552","Dentro","2017.06.21 19:59:38",22.7,70.7,17.1,21,19,"N"
"553","Dentro","2017.06.21 20:09:38",22.6,71.1,17.1,21,20,"N"
"554","Dentro","2017.06.21 20:19:38",22.6,71.4,17.1,21,20,"N"
"555","Dentro","2017.06.21 20:29:38",22.5,71.9,17.1,21,20,"N"
"556","Dentro","2017.06.21 20:39:38",22.4,72.4,17.2,21,20,"N"
"557","Dentro","2017.06.21 20:49:38",22.3,72.8,17.2,21,20,"N"
"558","Dentro","2017.06.21 20:59:38",22.1,73.6,17.2,21,20,"N"
"559","Dentro","2017.06.21 21:09:38",21.9,74.3,17.1,21,21,"N"
"560","Dentro","2017.06.21 21:19:38",21.8,74.9,17.1,21,21,"N"
"561","Dentro","2017.06.21 21:29:38",21.7,75.4,17.1,21,21,"N"
"562","Dentro","2017.06.21 21:39:38",21.6,75.9,17.2,21,21,"N"
"563","Dentro","2017.06.21 21:49:38",21.5,76.2,17.2,21,21,"N"
"564","Dentro","2017.06.21 21:59:38",21.5,76.5,17.2,21,21,"N"
"565","Dentro","2017.06.21 22:09:38",21.4,76.7,17.1,21,22,"N"
"566","Dentro","2017.06.21 22:19:38",21.3,77.1,17.1,21,22,"N"
"567","Dentro","2017.06.21 22:29:38",21.2,77.2,17.1,21,22,"N"
"568","Dentro","2017.06.21 22:39:38",21.1,77.4,17,21,22,"N"
"569","Dentro","2017.06.21 22:49:38",21,77.7,17,21,22,"N"
"570","Dentro","2017.06.21 22:59:38",20.8,78,16.9,21,22,"N"
"571","Dentro","2017.06.21 23:09:38",20.7,78.5,16.8,21,23,"N"
"572","Dentro","2017.06.21 23:19:38",20.6,78.7,16.8,21,23,"N"
"573","Dentro","2017.06.21 23:29:38",20.5,79,16.7,21,23,"N"
"574","Dentro","2017.06.21 23:39:38",20.4,79.1,16.7,21,23,"N"
"575","Dentro","2017.06.21 23:49:38",20.3,79.2,16.6,21,23,"N"
"576","Dentro","2017.06.21 23:59:38",20.3,79.3,16.6,21,23,"N"
"577","Dentro","2017.06.22 00:09:38",20.3,79.4,16.6,22,0,"N"
"578","Dentro","2017.06.22 00:19:38",20.4,79.5,16.7,22,0,"N"
"579","Dentro","2017.06.22 00:29:38",20.4,79.5,16.7,22,0,"N"
"580","Dentro","2017.06.22 00:39:38",20.4,79.5,16.8,22,0,"N"
"581","Dentro","2017.06.22 00:49:38",20.4,79.5,16.8,22,0,"N"
"582","Dentro","2017.06.22 00:59:38",20.4,79.5,16.8,22,0,"N"
"583","Dentro","2017.06.22 01:09:38",20.4,79.5,16.7,22,1,"N"
"584","Dentro","2017.06.22 01:19:38",20.4,79.4,16.7,22,1,"N"
"585","Dentro","2017.06.22 01:29:38",20.4,79.5,16.7,22,1,"N"
"586","Dentro","2017.06.22 01:39:38",20.3,79.5,16.7,22,1,"N"
"587","Dentro","2017.06.22 01:49:38",20.4,79.6,16.7,22,1,"N"
"588","Dentro","2017.06.22 01:59:38",20.4,79.6,16.8,22,1,"N"
"589","Dentro","2017.06.22 02:09:38",20.5,79.6,16.8,22,2,"N"
"590","Dentro","2017.06.22 02:19:38",20.4,79.7,16.8,22,2,"N"
"591","Dentro","2017.06.22 02:29:38",20.5,79.8,16.8,22,2,"N"
"592","Dentro","2017.06.22 02:39:38",20.5,79.8,16.8,22,2,"N"
"593","Dentro","2017.06.22 02:49:38",20.5,79.8,16.9,22,2,"N"
"594","Dentro","2017.06.22 02:59:38",20.5,79.9,16.9,22,2,"N"
"595","Dentro","2017.06.22 03:09:38",20.5,79.9,16.9,22,3,"N"
"596","Dentro","2017.06.22 03:19:38",20.5,79.9,16.9,22,3,"N"
"597","Dentro","2017.06.22 03:29:38",20.5,79.9,16.9,22,3,"N"
"598","Dentro","2017.06.22 03:39:38",20.5,79.9,16.9,22,3,"N"
"599","Dentro","2017.06.22 03:49:38",20.5,79.9,16.9,22,3,"N"
"600","Dentro","2017.06.22 03:59:38",20.5,80,16.9,22,3,"N"
"601","Dentro","2017.06.22 04:09:38",20.5,80.1,16.9,22,4,"N"
"602","Dentro","2017.06.22 04:19:38",20.5,80.1,16.9,22,4,"N"
"603","Dentro","2017.06.22 04:29:38",20.5,80.1,16.9,22,4,"N"
"604","Dentro","2017.06.22 04:39:38",20.5,80.2,17,22,4,"N"
"605","Dentro","2017.06.22 04:49:38",20.5,80.2,17,22,4,"N"
"606","Dentro","2017.06.22 04:59:38",20.4,80.4,16.9,22,4,"N"
"607","Dentro","2017.06.22 05:09:38",20.4,80.4,16.9,22,5,"N"
"608","Dentro","2017.06.22 05:19:38",20.4,80.5,16.9,22,5,"N"
"609","Dentro","2017.06.22 05:29:38",20.4,80.6,17,22,5,"N"
"610","Dentro","2017.06.22 05:39:38",20.4,80.7,17,22,5,"N"
"611","Dentro","2017.06.22 05:49:38",20.2,81,16.9,22,5,"N"
"612","Dentro","2017.06.22 05:59:38",20.1,81.5,16.8,22,5,"N"
"613","Dentro","2017.06.22 06:09:38",20,81.8,16.8,22,6,"N"
"614","Dentro","2017.06.22 06:19:38",19.9,82.2,16.7,22,6,"N"
"615","Dentro","2017.06.22 06:29:38",19.6,82.8,16.6,22,6,"N"
"616","Dentro","2017.06.22 06:39:38",19.5,83.4,16.6,22,6,"N"
"617","Dentro","2017.06.22 06:49:38",19.4,83.9,16.6,22,6,"N"
"618","Dentro","2017.06.22 06:59:38",19.4,84.2,16.7,22,6,"N"
"619","Dentro","2017.06.22 07:09:38",19.5,84.2,16.8,22,7,"N"
"620","Dentro","2017.06.22 07:19:38",19.7,84.1,17,22,7,"N"
"621","Dentro","2017.06.22 07:29:38",19.9,83.8,17.1,22,7,"N"
"622","Dentro","2017.06.22 07:39:38",20.2,83.2,17.3,22,7,"N"
"623","Dentro","2017.06.22 07:49:38",20.5,82.9,17.5,22,7,"N"
"624","Dentro","2017.06.22 07:59:38",21,82.2,17.8,22,7,"N"
"625","Dentro","2017.06.22 08:09:38",21.4,81.2,18,22,8,"D"
"626","Dentro","2017.06.22 08:19:38",21.7,80.5,18.2,22,8,"D"
"627","Dentro","2017.06.22 08:29:38",21.9,79.5,18.2,22,8,"D"
"628","Dentro","2017.06.22 08:39:38",22.2,79,18.4,22,8,"D"
"629","Dentro","2017.06.22 08:49:38",22.6,78.4,18.7,22,8,"D"
"630","Dentro","2017.06.22 08:59:38",23,77.2,18.8,22,8,"D"
"631","Dentro","2017.06.22 09:09:38",23.6,76.5,19.2,22,9,"D"
"632","Dentro","2017.06.22 09:19:38",24.1,75.3,19.5,22,9,"D"
"633","Dentro","2017.06.22 09:29:38",24.4,74.2,19.5,22,9,"D"
"634","Dentro","2017.06.22 09:39:38",24.6,73.5,19.5,22,9,"D"
"635","Dentro","2017.06.22 09:49:38",24.8,72.7,19.6,22,9,"D"
"636","Dentro","2017.06.22 09:59:38",25.4,72.4,20.1,22,9,"D"
"637","Dentro","2017.06.22 10:09:38",26.2,70.7,20.4,22,10,"D"
"638","Dentro","2017.06.22 10:19:38",26.5,69.6,20.5,22,10,"D"
"639","Dentro","2017.06.22 10:29:38",27.4,68.4,21,22,10,"D"
"640","Dentro","2017.06.22 10:39:38",28.1,67,21.4,22,10,"D"
"641","Dentro","2017.06.22 10:49:38",28.8,65.1,21.5,22,10,"D"
"642","Dentro","2017.06.22 10:59:38",29.2,64.1,21.7,22,10,"D"
"643","Dentro","2017.06.22 11:09:38",29.5,63,21.7,22,11,"D"
"644","Dentro","2017.06.22 11:19:38",30,61.8,21.8,22,11,"D"
"645","Dentro","2017.06.22 11:29:38",30,60.8,21.6,22,11,"D"
"646","Dentro","2017.06.22 11:39:38",30.1,60.1,21.5,22,11,"D"
"647","Dentro","2017.06.22 11:49:38",30.1,59.6,21.4,22,11,"D"
"648","Dentro","2017.06.22 11:59:38",30.5,59.4,21.6,22,11,"D"
"649","Dentro","2017.06.22 12:09:38",30.7,58.3,21.6,22,12,"D"
"650","Dentro","2017.06.22 12:19:38",31.2,57.2,21.8,22,12,"D"
"651","Dentro","2017.06.22 12:29:38",31.3,57.3,21.8,22,12,"D"
"652","Dentro","2017.06.22 12:39:38",31.1,56.9,21.5,22,12,"D"
"653","Dentro","2017.06.22 12:49:38",31.3,56.9,21.7,22,12,"D"
"654","Dentro","2017.06.22 12:59:38",30.9,56.4,21.3,22,12,"D"
"655","Dentro","2017.06.22 13:09:38",30.7,56.4,21,22,13,"D"
"656","Dentro","2017.06.22 13:19:38",30.7,56.7,21.1,22,13,"D"
"657","Dentro","2017.06.22 13:29:38",31.7,56.4,21.9,22,13,"D"
"658","Dentro","2017.06.22 13:39:38",33,54,22.4,22,13,"D"
"659","Dentro","2017.06.22 13:49:38",33.3,53.5,22.6,22,13,"D"
"660","Dentro","2017.06.22 13:59:38",33.3,52.5,22.3,22,13,"D"
"661","Dentro","2017.06.22 14:09:38",33,52.8,22,22,14,"D"
"662","Dentro","2017.06.22 14:19:38",34,52.2,22.8,22,14,"D"
"663","Dentro","2017.06.22 14:29:38",35.2,50.2,23.2,22,14,"D"
"664","Dentro","2017.06.22 14:39:38",34.9,50.1,23,22,14,"D"
"665","Dentro","2017.06.22 14:49:38",34.8,50.1,22.8,22,14,"D"
"666","Dentro","2017.06.22 14:59:38",34.9,49.7,22.8,22,14,"D"
"667","Dentro","2017.06.22 15:09:38",34.9,49,22.6,22,15,"D"
"668","Dentro","2017.06.22 15:19:38",34.8,49,22.5,22,15,"D"
"669","Dentro","2017.06.22 15:29:38",35.2,48.8,22.8,22,15,"D"
"670","Dentro","2017.06.22 15:39:38",35.3,48.2,22.7,22,15,"D"
"671","Dentro","2017.06.22 15:49:38",36,47.5,23.1,22,15,"D"
"672","Dentro","2017.06.22 15:59:38",36.7,46.7,23.5,22,15,"D"
"673","Dentro","2017.06.22 16:09:38",36.8,45.4,23,22,16,"D"
"674","Dentro","2017.06.22 16:19:38",36.7,45.3,22.9,22,16,"D"
"675","Dentro","2017.06.22 16:29:38",35.9,45.4,22.3,22,16,"D"
"676","Dentro","2017.06.22 16:39:38",35.2,45.8,21.7,22,16,"D"
"677","Dentro","2017.06.22 16:49:38",34.5,47.1,21.6,22,16,"D"
"678","Dentro","2017.06.22 16:59:38",33.2,47.9,20.7,22,16,"D"
"679","Dentro","2017.06.22 17:09:38",30.9,50.3,19.4,22,17,"D"
"680","Dentro","2017.06.22 17:19:38",29.7,52.4,18.9,22,17,"D"
"681","Dentro","2017.06.22 17:29:38",28.4,54.6,18.4,22,17,"D"
"682","Dentro","2017.06.22 17:39:38",27.5,55.8,17.9,22,17,"D"
"683","Dentro","2017.06.22 17:49:38",26.6,57.5,17.5,22,17,"D"
"684","Dentro","2017.06.22 17:59:38",25.6,59.3,17.1,22,17,"D"
"685","Dentro","2017.06.22 18:09:38",25,60.6,16.9,22,18,"D"
"686","Dentro","2017.06.22 18:19:38",24.4,61.9,16.6,22,18,"D"
"687","Dentro","2017.06.22 18:29:38",23.9,63.1,16.5,22,18,"D"
"688","Dentro","2017.06.22 18:39:38",23.5,64.2,16.4,22,18,"D"
"689","Dentro","2017.06.22 18:49:38",23.2,65.1,16.3,22,18,"D"
"690","Dentro","2017.06.22 18:59:38",22.9,65.9,16.2,22,18,"D"
"691","Dentro","2017.06.22 19:09:38",22.7,66.6,16.2,22,19,"N"
"692","Dentro","2017.06.22 19:19:38",22.6,67.2,16.2,22,19,"N"
"693","Dentro","2017.06.22 19:29:38",22.6,67.8,16.3,22,19,"N"
"694","Dentro","2017.06.22 19:39:38",22.5,68.3,16.3,22,19,"N"
"695","Dentro","2017.06.22 19:49:38",22.3,68.9,16.3,22,19,"N"
"696","Dentro","2017.06.22 19:59:38",22.2,69.2,16.3,22,19,"N"
"697","Dentro","2017.06.22 20:09:38",22.1,69.6,16.2,22,20,"N"
"698","Dentro","2017.06.22 20:19:38",21.9,70.1,16.2,22,20,"N"
"699","Dentro","2017.06.22 20:29:38",21.8,70.7,16.2,22,20,"N"
"700","Dentro","2017.06.22 20:39:38",21.7,71.3,16.2,22,20,"N"
"701","Dentro","2017.06.22 20:49:38",21.6,71.8,16.3,22,20,"N"
"702","Dentro","2017.06.22 20:59:38",21.5,72.3,16.3,22,20,"N"
"703","Dentro","2017.06.22 21:09:38",21.3,72.9,16.2,22,21,"N"
"704","Dentro","2017.06.22 21:19:38",21.1,73.3,16.2,22,21,"N"
"705","Dentro","2017.06.22 21:29:38",21,73.8,16.1,22,21,"N"
"706","Dentro","2017.06.22 21:39:38",20.8,74.3,16.1,22,21,"N"
"707","Dentro","2017.06.22 21:49:38",20.7,74.7,16,22,21,"N"
"708","Dentro","2017.06.22 21:59:38",20.5,75,15.9,22,21,"N"
"709","Dentro","2017.06.22 22:09:38",20.4,75.1,15.8,22,22,"N"
"710","Dentro","2017.06.22 22:19:38",20.2,75.3,15.7,22,22,"N"
"711","Dentro","2017.06.22 22:29:38",20.1,75.5,15.6,22,22,"N"
"712","Dentro","2017.06.22 22:39:38",20,75.8,15.6,22,22,"N"
"713","Dentro","2017.06.22 22:49:38",19.9,75.8,15.5,22,22,"N"
"714","Dentro","2017.06.22 22:59:38",19.9,75.8,15.5,22,22,"N"
"715","Dentro","2017.06.22 23:09:38",19.8,75.9,15.4,22,23,"N"
"716","Dentro","2017.06.22 23:19:38",19.7,76,15.4,22,23,"N"
"717","Dentro","2017.06.22 23:29:38",19.7,76.3,15.4,22,23,"N"
"718","Dentro","2017.06.22 23:39:38",19.6,76.5,15.4,22,23,"N"
"719","Dentro","2017.06.22 23:49:38",19.6,76.8,15.4,22,23,"N"
"720","Dentro","2017.06.22 23:59:38",19.5,77,15.4,22,23,"N"
"721","Dentro","2017.06.23 00:09:38",19.4,77.3,15.4,23,0,"N"
"722","Dentro","2017.06.23 00:19:38",19.4,77.6,15.4,23,0,"N"
"723","Dentro","2017.06.23 00:29:38",19.3,78,15.4,23,0,"N"
"724","Dentro","2017.06.23 00:39:38",19.3,78.3,15.4,23,0,"N"
"725","Dentro","2017.06.23 00:49:38",19.2,78.5,15.4,23,0,"N"
"726","Dentro","2017.06.23 00:59:38",19.1,78.7,15.4,23,0,"N"
"727","Dentro","2017.06.23 01:09:38",19.1,78.9,15.3,23,1,"N"
"728","Dentro","2017.06.23 01:19:38",19,79.1,15.3,23,1,"N"
"729","Dentro","2017.06.23 01:29:38",19.1,79.4,15.5,23,1,"N"
"730","Dentro","2017.06.23 01:39:38",19.2,79.4,15.5,23,1,"N"
"731","Dentro","2017.06.23 01:49:38",19.2,79.6,15.6,23,1,"N"
"732","Dentro","2017.06.23 01:59:38",19.4,79.5,15.7,23,1,"N"
"733","Dentro","2017.06.23 02:09:38",19.3,79.5,15.6,23,2,"N"
"734","Dentro","2017.06.23 02:19:38",19.3,79.8,15.7,23,2,"N"
"735","Dentro","2017.06.23 02:29:38",19.4,79.8,15.8,23,2,"N"
"736","Dentro","2017.06.23 02:39:38",19.5,79.7,15.9,23,2,"N"
"737","Dentro","2017.06.23 02:49:38",19.6,79.6,16,23,2,"N"
"738","Dentro","2017.06.23 02:59:38",19.7,79.5,16.1,23,2,"N"
"739","Dentro","2017.06.23 03:09:38",19.8,79.4,16.1,23,3,"N"
"740","Dentro","2017.06.23 03:19:38",19.8,79.3,16.1,23,3,"N"
"741","Dentro","2017.06.23 03:29:38",19.9,79.3,16.2,23,3,"N"
"742","Dentro","2017.06.23 03:39:38",19.9,79.2,16.2,23,3,"N"
"743","Dentro","2017.06.23 03:49:38",19.9,79.2,16.2,23,3,"N"
"744","Dentro","2017.06.23 03:59:38",20,79.2,16.2,23,3,"N"
"745","Dentro","2017.06.23 04:09:38",19.9,79.3,16.2,23,4,"N"
"746","Dentro","2017.06.23 04:19:38",19.9,79.3,16.2,23,4,"N"
"747","Dentro","2017.06.23 04:29:38",19.9,79.4,16.3,23,4,"N"
"748","Dentro","2017.06.23 04:39:38",20,79.4,16.3,23,4,"N"
"749","Dentro","2017.06.23 04:49:38",20,79.4,16.3,23,4,"N"
"750","Dentro","2017.06.23 04:59:38",20,79.4,16.3,23,4,"N"
"751","Dentro","2017.06.23 05:09:38",20,79.3,16.3,23,5,"N"
"752","Dentro","2017.06.23 05:19:38",19.9,79.3,16.3,23,5,"N"
"753","Dentro","2017.06.23 05:29:38",19.9,79.3,16.2,23,5,"N"
"754","Dentro","2017.06.23 05:39:38",19.9,79.3,16.2,23,5,"N"
"755","Dentro","2017.06.23 05:49:38",19.9,79.4,16.2,23,5,"N"
"756","Dentro","2017.06.23 05:59:38",19.9,79.4,16.2,23,5,"N"
"757","Dentro","2017.06.23 06:09:38",19.8,79.5,16.2,23,6,"N"
"758","Dentro","2017.06.23 06:19:38",19.8,79.5,16.2,23,6,"N"
"759","Dentro","2017.06.23 06:29:38",19.8,79.5,16.2,23,6,"N"
"760","Dentro","2017.06.23 06:39:38",19.8,79.5,16.2,23,6,"N"
"761","Dentro","2017.06.23 06:49:38",19.9,79.5,16.2,23,6,"N"
"762","Dentro","2017.06.23 06:59:38",19.9,79.4,16.3,23,6,"N"
"763","Dentro","2017.06.23 07:09:38",20,79.4,16.4,23,7,"N"
"764","Dentro","2017.06.23 07:19:38",20.2,79.1,16.5,23,7,"N"
"765","Dentro","2017.06.23 07:29:38",20.3,78.9,16.6,23,7,"N"
"766","Dentro","2017.06.23 07:39:38",20.5,78.6,16.7,23,7,"N"
