"","Zona","Fecha","Temperatura","Hum_Rel","Rocio","Dia","Hora"
"93","Fuera","2018.05.17 00:06:20",20,80.9,16.6,"17","00"
"94","Fuera","2018.05.17 00:16:20",20,81.1,16.7,"17","00"
"95","Fuera","2018.05.17 00:26:20",20.1,81.1,16.8,"17","00"
"96","Fuera","2018.05.17 00:36:20",20.1,80.9,16.7,"17","00"
"97","Fuera","2018.05.17 00:46:20",20,81,16.6,"17","00"
"98","Fuera","2018.05.17 00:56:20",20,81.1,16.7,"17","00"
"99","Fuera","2018.05.17 01:06:20",19.8,82.7,16.7,"17","01"
"100","Fuera","2018.05.17 01:16:20",19.6,83.8,16.8,"17","01"
"101","Fuera","2018.05.17 01:26:20",19.5,84.4,16.8,"17","01"
"102","Fuera","2018.05.17 01:36:20",19.5,84.7,16.8,"17","01"
"103","Fuera","2018.05.17 01:46:20",19.6,84.9,17,"17","01"
"104","Fuera","2018.05.17 01:56:20",19.6,84.9,17,"17","01"
"105","Fuera","2018.05.17 02:06:20",19.6,85.2,17,"17","02"
"106","Fuera","2018.05.17 02:16:20",19.5,85.5,17,"17","02"
"107","Fuera","2018.05.17 02:26:20",19.4,85.6,16.9,"17","02"
"108","Fuera","2018.05.17 02:36:20",19.3,85.7,16.9,"17","02"
"109","Fuera","2018.05.17 02:46:20",19.4,85.8,17,"17","02"
"110","Fuera","2018.05.17 02:56:20",19.5,85.7,17,"17","02"
"111","Fuera","2018.05.17 03:06:20",19.5,85.6,17,"17","03"
"112","Fuera","2018.05.17 03:16:20",19.5,85.4,17,"17","03"
"113","Fuera","2018.05.17 03:26:20",19.5,85.3,16.9,"17","03"
"114","Fuera","2018.05.17 03:36:20",19.5,85.2,16.9,"17","03"
"115","Fuera","2018.05.17 03:46:20",19.4,85,16.9,"17","03"
"116","Fuera","2018.05.17 03:56:20",19.4,84.9,16.8,"17","03"
"117","Fuera","2018.05.17 04:06:20",19.4,84.8,16.7,"17","04"
"118","Fuera","2018.05.17 04:16:20",19.3,84.7,16.7,"17","04"
"119","Fuera","2018.05.17 04:26:20",19.3,84.5,16.7,"17","04"
"120","Fuera","2018.05.17 04:36:20",19.3,84.4,16.6,"17","04"
"121","Fuera","2018.05.17 04:46:20",19.3,84.4,16.6,"17","04"
"122","Fuera","2018.05.17 04:56:20",19.3,84.4,16.6,"17","04"
"123","Fuera","2018.05.17 05:06:20",19.3,84.2,16.6,"17","05"
"124","Fuera","2018.05.17 05:16:20",19.3,84.1,16.6,"17","05"
"125","Fuera","2018.05.17 05:26:20",19.3,84,16.6,"17","05"
"126","Fuera","2018.05.17 05:36:20",19.3,83.9,16.5,"17","05"
"127","Fuera","2018.05.17 05:46:20",19.1,84.1,16.3,"17","05"
"128","Fuera","2018.05.17 05:56:20",18.9,84.4,16.3,"17","05"
"129","Fuera","2018.05.17 06:06:20",18.9,84.7,16.3,"17","06"
"130","Fuera","2018.05.17 06:16:20",18.9,84.9,16.3,"17","06"
"131","Fuera","2018.05.17 06:26:20",18.9,85,16.4,"17","06"
"132","Fuera","2018.05.17 06:36:20",19,85.1,16.5,"17","06"
"133","Fuera","2018.05.17 06:46:20",19.3,85.3,16.8,"17","06"
"134","Fuera","2018.05.17 06:56:20",19.6,85.3,17.1,"17","06"
"135","Fuera","2018.05.17 07:06:20",20,85.1,17.4,"17","07"
"136","Fuera","2018.05.17 07:16:20",20.4,85,17.8,"17","07"
"137","Fuera","2018.05.17 07:26:20",20.9,84.7,18.2,"17","07"
"138","Fuera","2018.05.17 07:36:20",21.5,84.2,18.7,"17","07"
"139","Fuera","2018.05.17 07:46:20",22.1,83.8,19.3,"17","07"
"140","Fuera","2018.05.17 07:56:20",22.7,82.8,19.6,"17","07"
"141","Fuera","2018.05.17 08:06:20",23.2,82.2,20,"17","08"
"142","Fuera","2018.05.17 08:16:20",23.9,81.4,20.6,"17","08"
"143","Fuera","2018.05.17 08:26:20",24.5,80.3,20.9,"17","08"
"144","Fuera","2018.05.17 08:36:20",24.9,79.2,21.1,"17","08"
"145","Fuera","2018.05.17 08:46:20",26.5,78.7,22.5,"17","08"
"146","Fuera","2018.05.17 08:56:20",27.3,76.3,22.8,"17","08"
"147","Fuera","2018.05.17 09:06:20",27.8,74.5,22.8,"17","09"
"148","Fuera","2018.05.17 09:16:20",29.8,75.3,25,"17","09"
"149","Fuera","2018.05.17 09:26:20",31.1,69.5,24.8,"17","09"
"150","Fuera","2018.05.17 09:36:20",31.3,67.5,24.6,"17","09"
"151","Fuera","2018.05.17 09:46:20",34.3,65,26.7,"17","09"
"152","Fuera","2018.05.17 09:56:20",35.6,62.5,27.4,"17","09"
"153","Fuera","2018.05.17 10:06:20",37.2,59.4,28,"17","10"
"154","Fuera","2018.05.17 10:16:20",34.5,57.1,24.8,"17","10"
"155","Fuera","2018.05.17 10:26:20",33.9,57.1,24.2,"17","10"
"156","Fuera","2018.05.17 10:36:20",36.3,56.6,26.2,"17","10"
"157","Fuera","2018.05.17 10:46:20",36.6,55.6,26.3,"17","10"
"158","Fuera","2018.05.17 10:56:20",37.9,53.3,26.8,"17","10"
"159","Fuera","2018.05.17 11:06:20",40,50.1,27.7,"17","11"
"160","Fuera","2018.05.17 11:16:20",40.3,48.9,27.5,"17","11"
"161","Fuera","2018.05.17 11:26:20",41.1,46.5,27.4,"17","11"
"162","Fuera","2018.05.17 11:36:20",37.3,46.9,24.1,"17","11"
"163","Fuera","2018.05.17 11:46:20",40.3,46.9,26.8,"17","11"
"164","Fuera","2018.05.17 11:56:20",41.9,45,27.5,"17","11"
"165","Fuera","2018.05.17 12:06:20",40,44.3,25.5,"17","12"
"166","Fuera","2018.05.17 12:16:20",39.5,44.5,25.2,"17","12"
"167","Fuera","2018.05.17 12:26:20",40.6,43.8,25.9,"17","12"
"168","Fuera","2018.05.17 12:36:20",40.9,42.7,25.7,"17","12"
"169","Fuera","2018.05.17 12:46:20",40.7,42.9,25.6,"17","12"
"170","Fuera","2018.05.17 12:56:20",42.3,43.1,27.2,"17","12"
"171","Fuera","2018.05.17 13:06:20",41.5,41.1,25.5,"17","13"
"172","Fuera","2018.05.17 13:16:20",42.7,40.2,26.3,"17","13"
"173","Fuera","2018.05.17 13:26:20",41.8,40.5,25.6,"17","13"
"174","Fuera","2018.05.17 13:36:20",42.2,40.1,25.8,"17","13"
"175","Fuera","2018.05.17 13:46:20",40.9,39.8,24.5,"17","13"
"176","Fuera","2018.05.17 13:56:20",41.2,39.7,24.7,"17","13"
"177","Fuera","2018.05.17 14:06:20",41.2,40.2,25,"17","14"
"178","Fuera","2018.05.17 14:16:20",40.5,39.5,24.1,"17","14"
"179","Fuera","2018.05.17 14:26:20",41.6,39.6,25,"17","14"
"180","Fuera","2018.05.17 14:36:20",39.1,40,23.1,"17","14"
"181","Fuera","2018.05.17 14:46:20",40,40.2,23.9,"17","14"
"182","Fuera","2018.05.17 14:56:20",39.7,39.4,23.3,"17","14"
"183","Fuera","2018.05.17 15:06:20",39.8,39.5,23.4,"17","15"
"184","Fuera","2018.05.17 15:16:20",39.9,39.1,23.4,"17","15"
"185","Fuera","2018.05.17 15:26:20",38.4,39.1,22,"17","15"
"186","Fuera","2018.05.17 15:36:20",38.3,39.7,22.2,"17","15"
"187","Fuera","2018.05.17 15:46:20",37.5,39.8,21.5,"17","15"
"188","Fuera","2018.05.17 15:56:20",35.8,40.8,20.4,"17","15"
"189","Fuera","2018.05.17 16:06:20",35.2,41.6,20.1,"17","16"
"190","Fuera","2018.05.17 16:16:20",33.5,42.5,19,"17","16"
"191","Fuera","2018.05.17 16:26:20",31.3,44.3,17.7,"17","16"
"192","Fuera","2018.05.17 16:36:20",30.5,45.4,17.4,"17","16"
"193","Fuera","2018.05.17 16:46:20",29.9,46.8,17.3,"17","16"
"194","Fuera","2018.05.17 16:56:20",30.1,47.2,17.6,"17","16"
"195","Fuera","2018.05.17 17:06:20",28.6,48.2,16.6,"17","17"
"196","Fuera","2018.05.17 17:16:20",27.8,49.2,16.2,"17","17"
"197","Fuera","2018.05.17 17:26:20",26.5,50.7,15.4,"17","17"
"198","Fuera","2018.05.17 17:36:20",25.8,52.3,15.3,"17","17"
"199","Fuera","2018.05.17 17:46:20",25.2,53.6,15.1,"17","17"
"200","Fuera","2018.05.17 17:56:20",24.7,54.7,15,"17","17"
"201","Fuera","2018.05.17 18:06:20",24,56,14.7,"17","18"
"202","Fuera","2018.05.17 18:16:20",23.5,57,14.5,"17","18"
"203","Fuera","2018.05.17 18:26:20",23,58.1,14.3,"17","18"
"204","Fuera","2018.05.17 18:36:20",22.6,59.3,14.3,"17","18"
"205","Fuera","2018.05.17 18:46:20",22.2,60.5,14.2,"17","18"
"206","Fuera","2018.05.17 18:56:20",22,61.3,14.2,"17","18"
"207","Fuera","2018.05.17 19:06:20",21.8,62.4,14.3,"17","19"
"208","Fuera","2018.05.17 19:16:20",21.7,63.3,14.5,"17","19"
"209","Fuera","2018.05.17 19:26:20",21.6,64,14.5,"17","19"
"210","Fuera","2018.05.17 19:36:20",21.5,64.7,14.6,"17","19"
"211","Fuera","2018.05.17 19:46:20",21.4,65.4,14.7,"17","19"
"212","Fuera","2018.05.17 19:56:20",21.3,66.1,14.8,"17","19"
"213","Fuera","2018.05.17 20:06:20",21.2,66.5,14.7,"17","20"
"214","Fuera","2018.05.17 20:16:20",21,67.1,14.7,"17","20"
"215","Fuera","2018.05.17 20:26:20",21,67.5,14.7,"17","20"
"216","Fuera","2018.05.17 20:36:20",20.8,67.9,14.7,"17","20"
"217","Fuera","2018.05.17 20:46:20",20.8,68.3,14.7,"17","20"
"218","Fuera","2018.05.17 20:56:20",20.7,68.6,14.7,"17","20"
"219","Fuera","2018.05.17 21:06:20",20.7,69.2,14.8,"17","21"
"220","Fuera","2018.05.17 21:16:20",20.7,69.5,14.9,"17","21"
"221","Fuera","2018.05.17 21:26:20",20.7,69.9,15,"17","21"
"222","Fuera","2018.05.17 21:36:20",20.6,70.2,15,"17","21"
"223","Fuera","2018.05.17 21:46:20",20.6,70.5,15.1,"17","21"
"224","Fuera","2018.05.17 21:56:20",20.6,70.7,15.1,"17","21"
"225","Fuera","2018.05.17 22:06:20",20.5,71,15,"17","22"
"226","Fuera","2018.05.17 22:16:20",20.3,71.2,14.9,"17","22"
"227","Fuera","2018.05.17 22:26:20",20.2,71.6,14.9,"17","22"
"228","Fuera","2018.05.17 22:36:20",20,71.8,14.7,"17","22"
"229","Fuera","2018.05.17 22:46:20",19.7,72.2,14.6,"17","22"
"230","Fuera","2018.05.17 22:56:20",19.5,72.6,14.5,"17","22"
"231","Fuera","2018.05.17 23:06:20",19.3,73,14.4,"17","23"
"232","Fuera","2018.05.17 23:16:20",19.2,73.4,14.3,"17","23"
"233","Fuera","2018.05.17 23:26:20",19,73.9,14.3,"17","23"
"234","Fuera","2018.05.17 23:36:20",19.2,74.4,14.5,"17","23"
"235","Fuera","2018.05.17 23:46:20",19.4,74.8,14.8,"17","23"
"236","Fuera","2018.05.17 23:56:20",19.5,74.9,14.9,"17","23"
"237","Fuera","2018.05.18 00:06:20",19.6,75,15.1,"18","00"
"238","Fuera","2018.05.18 00:16:20",19.7,75.2,15.2,"18","00"
"239","Fuera","2018.05.18 00:26:20",19.7,75.3,15.2,"18","00"
"240","Fuera","2018.05.18 00:36:20",19.7,75.4,15.2,"18","00"
"241","Fuera","2018.05.18 00:46:20",19.7,75.4,15.2,"18","00"
"242","Fuera","2018.05.18 00:56:20",19.7,75.6,15.3,"18","00"
"243","Fuera","2018.05.18 01:06:20",19.6,75.6,15.2,"18","01"
"244","Fuera","2018.05.18 01:16:20",19.4,75.6,15,"18","01"
"245","Fuera","2018.05.18 01:26:20",19.4,76,15,"18","01"
"246","Fuera","2018.05.18 01:36:20",19.4,76.1,15.1,"18","01"
"247","Fuera","2018.05.18 01:46:20",19.4,76.2,15.1,"18","01"
"248","Fuera","2018.05.18 01:56:20",19.4,76.3,15.1,"18","01"
"249","Fuera","2018.05.18 02:06:20",19.3,76.4,15.1,"18","02"
"250","Fuera","2018.05.18 02:16:20",19.4,76.5,15.1,"18","02"
"251","Fuera","2018.05.18 02:26:20",19.3,76.5,15.1,"18","02"
"252","Fuera","2018.05.18 02:36:20",19.3,76.6,15.1,"18","02"
"253","Fuera","2018.05.18 02:46:20",19.2,76.6,15,"18","02"
"254","Fuera","2018.05.18 02:56:20",19.2,76.7,15,"18","02"
"255","Fuera","2018.05.18 03:06:20",19.1,76.9,15,"18","03"
"256","Fuera","2018.05.18 03:16:20",19.1,77,15,"18","03"
"257","Fuera","2018.05.18 03:26:20",19.2,77,15,"18","03"
"258","Fuera","2018.05.18 03:36:20",19.1,77.2,15,"18","03"
"259","Fuera","2018.05.18 03:46:20",19,77.4,15,"18","03"
"260","Fuera","2018.05.18 03:56:20",19.1,77.4,15,"18","03"
"261","Fuera","2018.05.18 04:06:20",19,77.6,15,"18","04"
"262","Fuera","2018.05.18 04:16:20",19,77.6,15,"18","04"
"263","Fuera","2018.05.18 04:26:20",19,77.8,15,"18","04"
"264","Fuera","2018.05.18 04:36:20",18.9,77.9,15,"18","04"
"265","Fuera","2018.05.18 04:46:20",18.9,77.9,15,"18","04"
"266","Fuera","2018.05.18 04:56:20",19,78,15,"18","04"
"267","Fuera","2018.05.18 05:06:20",19,78,15.1,"18","05"
"268","Fuera","2018.05.18 05:16:20",19,78.1,15.1,"18","05"
"269","Fuera","2018.05.18 05:26:20",19,78.1,15.1,"18","05"
"270","Fuera","2018.05.18 05:36:20",19,78.2,15.1,"18","05"
"271","Fuera","2018.05.18 05:46:20",19,78.2,15.1,"18","05"
"272","Fuera","2018.05.18 05:56:20",18.9,78.3,15.1,"18","05"
"273","Fuera","2018.05.18 06:06:20",18.9,78.5,15.1,"18","06"
"274","Fuera","2018.05.18 06:16:20",18.9,78.5,15.1,"18","06"
"275","Fuera","2018.05.18 06:26:20",18.9,78.6,15.1,"18","06"
"276","Fuera","2018.05.18 06:36:20",18.9,78.8,15.2,"18","06"
"277","Fuera","2018.05.18 06:46:20",19.1,78.9,15.4,"18","06"
"278","Fuera","2018.05.18 06:56:20",19.4,78.9,15.6,"18","06"
"279","Fuera","2018.05.18 07:06:20",19.6,78.9,15.9,"18","07"
"280","Fuera","2018.05.18 07:16:20",20,78.7,16.2,"18","07"
"281","Fuera","2018.05.18 07:26:20",20.4,78.6,16.5,"18","07"
"282","Fuera","2018.05.18 07:36:20",20.6,78.2,16.7,"18","07"
"283","Fuera","2018.05.18 07:46:20",20.9,78,17,"18","07"
"284","Fuera","2018.05.18 07:56:20",21.3,77.6,17.2,"18","07"
"285","Fuera","2018.05.18 08:06:20",21.5,76.9,17.3,"18","08"
"286","Fuera","2018.05.18 08:16:20",22.1,77.4,18,"18","08"
"287","Fuera","2018.05.18 08:26:20",23.1,76.5,18.7,"18","08"
"288","Fuera","2018.05.18 08:36:20",23.6,75,18.9,"18","08"
"289","Fuera","2018.05.18 08:46:20",24,74.4,19.1,"18","08"
"290","Fuera","2018.05.18 08:56:20",24.2,73.5,19.2,"18","08"
"291","Fuera","2018.05.18 09:06:20",25.2,73,20,"18","09"
"292","Fuera","2018.05.18 09:16:20",25.9,72.2,20.5,"18","09"
"293","Fuera","2018.05.18 09:26:20",26.7,70.9,21,"18","09"
"294","Fuera","2018.05.18 09:36:20",28.3,69.1,22.1,"18","09"
"295","Fuera","2018.05.18 09:46:20",32.7,67.1,25.7,"18","09"
"296","Fuera","2018.05.18 09:56:20",35.6,63.3,27.5,"18","09"
"297","Fuera","2018.05.18 10:06:20",36.8,59.5,27.6,"18","10"
"298","Fuera","2018.05.18 10:16:20",38.2,56.3,28,"18","10"
"299","Fuera","2018.05.18 10:26:20",37.3,54.3,26.5,"18","10"
"300","Fuera","2018.05.18 10:36:20",37.9,53.3,26.7,"18","10"
"301","Fuera","2018.05.18 10:46:20",38.5,51.1,26.5,"18","10"
"302","Fuera","2018.05.18 10:56:20",37.4,49.6,25.1,"18","10"
"303","Fuera","2018.05.18 11:06:20",38.3,49.4,25.8,"18","11"
"304","Fuera","2018.05.18 11:16:20",38.7,48,25.7,"18","11"
"305","Fuera","2018.05.18 11:26:20",38.1,47.7,25,"18","11"
"306","Fuera","2018.05.18 11:36:20",39.2,44.8,25,"18","11"
"307","Fuera","2018.05.18 11:46:20",37.4,46.1,23.9,"18","11"
"308","Fuera","2018.05.18 11:56:20",39.1,45.5,25.2,"18","11"
"309","Fuera","2018.05.18 12:06:20",38.9,44.7,24.7,"18","12"
"310","Fuera","2018.05.18 12:16:20",39.4,44.1,24.9,"18","12"
"311","Fuera","2018.05.18 12:26:20",39.1,43.4,24.4,"18","12"
"312","Fuera","2018.05.18 12:36:20",38.5,43,23.7,"18","12"
"313","Fuera","2018.05.18 12:46:20",38.1,43,23.3,"18","12"
"314","Fuera","2018.05.18 12:56:20",39.2,42.8,24.3,"18","12"
"315","Fuera","2018.05.18 13:06:20",39,42.2,23.8,"18","13"
"316","Fuera","2018.05.18 13:16:20",39.3,42.5,24.2,"18","13"
"317","Fuera","2018.05.18 13:26:20",39.6,41.1,23.9,"18","13"
"318","Fuera","2018.05.18 13:36:20",39.5,40.1,23.4,"18","13"
"319","Fuera","2018.05.18 13:46:20",39.8,40.4,23.8,"18","13"
"320","Fuera","2018.05.18 13:56:20",40.1,39.4,23.7,"18","13"
"321","Fuera","2018.05.18 14:06:20",40.4,39.5,24,"18","14"
"322","Fuera","2018.05.18 14:16:20",40.7,39.2,24.1,"18","14"
"323","Fuera","2018.05.18 14:26:20",40.4,38.7,23.6,"18","14"
"324","Fuera","2018.05.18 14:36:20",40.3,38.6,23.5,"18","14"
"325","Fuera","2018.05.18 14:46:20",39.8,38.1,22.9,"18","14"
"326","Fuera","2018.05.18 14:56:20",40.6,37.8,23.4,"18","14"
"327","Fuera","2018.05.18 15:06:20",40.3,37.4,22.9,"18","15"
"328","Fuera","2018.05.18 15:16:20",38.2,37.7,21.3,"18","15"
"329","Fuera","2018.05.18 15:26:20",38.3,37.9,21.4,"18","15"
"330","Fuera","2018.05.18 15:36:20",37.3,38.1,20.6,"18","15"
"331","Fuera","2018.05.18 15:46:20",35.3,39.3,19.4,"18","15"
"332","Fuera","2018.05.18 15:56:20",35,39.8,19.3,"18","15"
"333","Fuera","2018.05.18 16:06:20",33.6,40.4,18.3,"18","16"
"334","Fuera","2018.05.18 16:16:20",32.4,41.5,17.6,"18","16"
"335","Fuera","2018.05.18 16:26:20",31.3,42.8,17.1,"18","16"
"336","Fuera","2018.05.18 16:36:20",30.2,44.1,16.7,"18","16"
"337","Fuera","2018.05.18 16:46:20",30,44.8,16.7,"18","16"
"338","Fuera","2018.05.18 16:56:20",29.4,45.9,16.5,"18","16"
"339","Fuera","2018.05.18 17:06:20",28.5,46.5,15.9,"18","17"
"340","Fuera","2018.05.18 17:16:20",27.6,47.9,15.6,"18","17"
"341","Fuera","2018.05.18 17:26:20",27,49,15.4,"18","17"
"342","Fuera","2018.05.18 17:36:20",26.4,49.8,15.1,"18","17"
"343","Fuera","2018.05.18 17:46:20",25.8,50.8,14.8,"18","17"
"344","Fuera","2018.05.18 17:56:20",25.1,51.8,14.5,"18","17"
"345","Fuera","2018.05.18 18:06:20",24.6,52.5,14.3,"18","18"
"346","Fuera","2018.05.18 18:16:20",24.2,53.3,14.1,"18","18"
"347","Fuera","2018.05.18 18:26:20",23.9,54.1,14,"18","18"
"348","Fuera","2018.05.18 18:36:20",23.6,54.8,13.9,"18","18"
"349","Fuera","2018.05.18 18:46:20",23.4,55.5,13.9,"18","18"
"350","Fuera","2018.05.18 18:56:20",23.2,56.1,14,"18","18"
"351","Fuera","2018.05.18 19:06:20",23,56.8,14,"18","19"
"352","Fuera","2018.05.18 19:16:20",22.7,57.5,13.9,"18","19"
"353","Fuera","2018.05.18 19:26:20",22.5,58.2,13.8,"18","19"
"354","Fuera","2018.05.18 19:36:20",22.3,58.8,13.8,"18","19"
"355","Fuera","2018.05.18 19:46:20",22.1,59.4,13.9,"18","19"
"356","Fuera","2018.05.18 19:56:20",22.1,59.9,13.9,"18","19"
"357","Fuera","2018.05.18 20:06:20",22,60.2,13.9,"18","20"
"358","Fuera","2018.05.18 20:16:20",21.9,60.6,14,"18","20"
"359","Fuera","2018.05.18 20:26:20",22,60.9,14.1,"18","20"
"360","Fuera","2018.05.18 20:36:20",21.8,61.2,14,"18","20"
"361","Fuera","2018.05.18 20:46:20",21.7,61.6,14,"18","20"
"362","Fuera","2018.05.18 20:56:20",21.6,61.9,14,"18","20"
"363","Fuera","2018.05.18 21:06:20",21.6,62.1,14,"18","21"
"364","Fuera","2018.05.18 21:16:20",21.5,62.4,14,"18","21"
"365","Fuera","2018.05.18 21:26:20",21.3,62.7,13.9,"18","21"
"366","Fuera","2018.05.18 21:36:20",20.9,63,13.6,"18","21"
"367","Fuera","2018.05.18 21:46:20",20.6,63.5,13.4,"18","21"
"368","Fuera","2018.05.18 21:56:20",20.3,63.9,13.2,"18","21"
"369","Fuera","2018.05.18 22:06:20",20,64.4,13.1,"18","22"
"370","Fuera","2018.05.18 22:16:20",19.8,64.9,13,"18","22"
"371","Fuera","2018.05.18 22:26:20",19.6,65.5,13,"18","22"
"372","Fuera","2018.05.18 22:36:20",19.5,66,13,"18","22"
"373","Fuera","2018.05.18 22:46:20",19.4,66.4,13,"18","22"
"374","Fuera","2018.05.18 22:56:20",19.3,66.9,13,"18","22"
"375","Fuera","2018.05.18 23:06:20",19.2,67.4,13,"18","23"
"376","Fuera","2018.05.18 23:16:20",19.2,67.7,13.1,"18","23"
"377","Fuera","2018.05.18 23:26:20",19.2,68.1,13.2,"18","23"
"378","Fuera","2018.05.18 23:36:20",19.2,68.4,13.3,"18","23"
"379","Fuera","2018.05.18 23:46:20",19.1,68.7,13.2,"18","23"
"380","Fuera","2018.05.18 23:56:20",19,69.1,13.2,"18","23"
"381","Fuera","2018.05.19 00:06:20",19,69.5,13.3,"19","00"
"382","Fuera","2018.05.19 00:16:20",18.9,69.9,13.3,"19","00"
"383","Fuera","2018.05.19 00:26:20",18.9,70.3,13.4,"19","00"
"384","Fuera","2018.05.19 00:36:20",18.9,70.7,13.5,"19","00"
"385","Fuera","2018.05.19 00:46:20",18.9,71,13.5,"19","00"
"386","Fuera","2018.05.19 00:56:20",18.9,71.3,13.6,"19","00"
"387","Fuera","2018.05.19 01:06:20",18.9,71.6,13.7,"19","01"
"388","Fuera","2018.05.19 01:16:20",18.9,71.8,13.7,"19","01"
"389","Fuera","2018.05.19 01:26:20",18.9,72.1,13.7,"19","01"
"390","Fuera","2018.05.19 01:36:20",18.8,72.2,13.7,"19","01"
"391","Fuera","2018.05.19 01:46:20",18.7,72.4,13.6,"19","01"
"392","Fuera","2018.05.19 01:56:20",18.5,72.5,13.5,"19","01"
"393","Fuera","2018.05.19 02:06:20",18.3,72.7,13.4,"19","02"
"394","Fuera","2018.05.19 02:16:20",18.2,73,13.2,"19","02"
"395","Fuera","2018.05.19 02:26:20",18.1,73.2,13.2,"19","02"
"396","Fuera","2018.05.19 02:36:20",18,73.5,13.2,"19","02"
"397","Fuera","2018.05.19 02:46:20",18,73.8,13.2,"19","02"
"398","Fuera","2018.05.19 02:56:20",17.9,73.9,13.2,"19","02"
"399","Fuera","2018.05.19 03:06:20",17.9,74.2,13.2,"19","03"
"400","Fuera","2018.05.19 03:16:20",17.8,76.9,13.7,"19","03"
"401","Fuera","2018.05.19 03:26:20",17.6,79.1,13.9,"19","03"
"402","Fuera","2018.05.19 03:36:20",17.4,80.3,14,"19","03"
"403","Fuera","2018.05.19 03:46:20",17.2,81.5,14,"19","03"
"404","Fuera","2018.05.19 03:56:20",17.1,82.3,14.1,"19","03"
"405","Fuera","2018.05.19 04:06:20",17.1,83,14.2,"19","04"
"406","Fuera","2018.05.19 04:16:20",17.1,83.6,14.3,"19","04"
"407","Fuera","2018.05.19 04:26:20",17,83.8,14.2,"19","04"
"408","Fuera","2018.05.19 04:36:20",16.8,83.9,14,"19","04"
"409","Fuera","2018.05.19 04:46:20",16.7,84.4,14.1,"19","04"
"410","Fuera","2018.05.19 04:56:20",16.9,84.6,14.3,"19","04"
"411","Fuera","2018.05.19 05:06:20",17,84.7,14.4,"19","05"
"412","Fuera","2018.05.19 05:16:20",16.9,84.7,14.3,"19","05"
"413","Fuera","2018.05.19 05:26:20",16.9,84.9,14.3,"19","05"
"414","Fuera","2018.05.19 05:36:20",16.9,85,14.4,"19","05"
"415","Fuera","2018.05.19 05:46:20",16.8,84.9,14.2,"19","05"
"416","Fuera","2018.05.19 05:56:20",16.7,85,14.2,"19","05"
"417","Fuera","2018.05.19 06:06:20",16.7,85.1,14.2,"19","06"
"418","Fuera","2018.05.19 06:16:20",16.6,85.2,14.1,"19","06"
"419","Fuera","2018.05.19 06:26:20",16.6,85.2,14.1,"19","06"
"420","Fuera","2018.05.19 06:36:20",16.8,85.4,14.3,"19","06"
"421","Fuera","2018.05.19 06:46:20",17.2,85.6,14.7,"19","06"
"422","Fuera","2018.05.19 06:56:20",17.8,86,15.5,"19","06"
"423","Fuera","2018.05.19 07:06:20",19.2,87,17,"19","07"
"424","Fuera","2018.05.19 07:16:20",21.6,88.2,19.5,"19","07"
"425","Fuera","2018.05.19 07:26:20",23.6,88.5,21.6,"19","07"
"426","Fuera","2018.05.19 07:36:20",25.3,88.1,23.2,"19","07"
"427","Fuera","2018.05.19 07:46:20",27.2,87.5,25,"19","07"
"428","Fuera","2018.05.19 07:56:20",28.3,85.9,25.7,"19","07"
"429","Fuera","2018.05.19 08:06:20",29.2,84.9,26.4,"19","08"
"430","Fuera","2018.05.19 08:16:20",28.6,81.8,25.2,"19","08"
"431","Fuera","2018.05.19 08:26:20",27,79.1,23.1,"19","08"
"432","Fuera","2018.05.19 08:36:20",25.7,78.5,21.6,"19","08"
"433","Fuera","2018.05.19 08:46:20",25.5,78.1,21.4,"19","08"
"434","Fuera","2018.05.19 08:56:20",27.3,77.1,22.9,"19","08"
"435","Fuera","2018.05.19 09:06:20",31.5,76.7,26.9,"19","09"
"436","Fuera","2018.05.19 09:16:20",34.3,72.3,28.6,"19","09"
"437","Fuera","2018.05.19 09:26:20",36.2,68.3,29.4,"19","09"
"438","Fuera","2018.05.19 09:36:20",36.8,64.8,29.1,"19","09"
"439","Fuera","2018.05.19 09:46:20",37.9,62.5,29.5,"19","09"
"440","Fuera","2018.05.19 09:56:20",38.1,58.5,28.6,"19","09"
"441","Fuera","2018.05.19 10:06:20",38.4,57,28.4,"19","10"
"442","Fuera","2018.05.19 10:16:20",39.3,54.3,28.3,"19","10"
"443","Fuera","2018.05.19 10:26:20",39.4,52,27.7,"19","10"
"444","Fuera","2018.05.19 10:36:20",39.5,51,27.5,"19","10"
"445","Fuera","2018.05.19 10:46:20",39.4,49.8,27,"19","10"
"446","Fuera","2018.05.19 10:56:20",39.3,47.3,26,"19","10"
"447","Fuera","2018.05.19 11:06:20",40.6,47.4,27.2,"19","11"
"448","Fuera","2018.05.19 11:16:20",40.7,46.1,26.8,"19","11"
"449","Fuera","2018.05.19 11:26:20",40.4,45.9,26.5,"19","11"
"450","Fuera","2018.05.19 11:36:20",40.8,44.7,26.4,"19","11"
"451","Fuera","2018.05.19 11:46:20",40.2,44.3,25.7,"19","11"
"452","Fuera","2018.05.19 11:56:20",40.8,44,26.1,"19","11"
"453","Fuera","2018.05.19 12:06:20",40.7,43,25.6,"19","12"
"454","Fuera","2018.05.19 12:16:20",41.7,42.6,26.4,"19","12"
"455","Fuera","2018.05.19 12:26:20",41.2,41.8,25.6,"19","12"
"456","Fuera","2018.05.19 12:36:20",40.9,42.1,25.5,"19","12"
"457","Fuera","2018.05.19 12:46:20",42.5,40.9,26.4,"19","12"
