"","Zona","Fecha","Temperatura","Hum_Rel","Rocio","Dia","Hora"
"1040","Dentro","2018.05.14 15:20:32",28.8,58.3,19.8,"14","15"
"1041","Dentro","2018.05.14 15:30:32",29,58.1,19.9,"14","15"
"1042","Dentro","2018.05.14 15:40:32",29,57.9,19.9,"14","15"
"1043","Dentro","2018.05.14 15:50:32",29,57.9,19.9,"14","15"
"1044","Dentro","2018.05.14 16:00:32",29,57.8,19.9,"14","16"
"1045","Dentro","2018.05.14 16:10:32",29,57.8,19.8,"14","16"
"1046","Dentro","2018.05.14 16:20:32",28.9,57.8,19.8,"14","16"
"1047","Dentro","2018.05.14 16:30:32",28.9,57.8,19.8,"14","16"
"1048","Dentro","2018.05.14 16:40:32",28.9,57.7,19.7,"14","16"
"1049","Dentro","2018.05.14 16:50:32",28.8,57.6,19.6,"14","16"
"1050","Dentro","2018.05.14 17:00:32",28.8,57.6,19.6,"14","17"
"1051","Dentro","2018.05.14 17:10:32",28.7,57.6,19.5,"14","17"
"1052","Dentro","2018.05.14 17:20:32",28.7,57.7,19.5,"14","17"
"1053","Dentro","2018.05.14 17:30:32",28.6,57.8,19.5,"14","17"
"1054","Dentro","2018.05.14 17:40:32",28.5,57.8,19.4,"14","17"
"1055","Dentro","2018.05.14 17:50:32",28.4,57.9,19.3,"14","17"
"1056","Dentro","2018.05.14 18:00:32",28.3,58,19.2,"14","18"
"1057","Dentro","2018.05.14 18:10:32",28.2,58,19.1,"14","18"
"1058","Dentro","2018.05.14 18:20:32",28.1,58.1,19.1,"14","18"
"1059","Dentro","2018.05.14 18:30:32",28,58.1,19,"14","18"
"1060","Dentro","2018.05.14 18:40:32",27.8,58.2,18.9,"14","18"
"1061","Dentro","2018.05.14 18:50:32",27.7,58.3,18.8,"14","18"
"1062","Dentro","2018.05.14 19:00:32",27.6,58.3,18.7,"14","19"
"1063","Dentro","2018.05.14 19:10:32",27.5,58.5,18.6,"14","19"
"1064","Dentro","2018.05.14 19:20:32",27.4,58.7,18.5,"14","19"
"1065","Dentro","2018.05.14 19:30:32",27.2,58.8,18.5,"14","19"
"1066","Dentro","2018.05.14 19:40:32",27.1,58.9,18.4,"14","19"
"1067","Dentro","2018.05.14 19:50:32",27,59,18.3,"14","19"
"1068","Dentro","2018.05.14 20:00:32",26.9,59.1,18.2,"14","20"
"1069","Dentro","2018.05.14 20:10:32",26.8,59.3,18.2,"14","20"
"1070","Dentro","2018.05.14 20:20:32",26.7,59.4,18.1,"14","20"
"1071","Dentro","2018.05.14 20:30:32",26.6,59.5,18,"14","20"
"1072","Dentro","2018.05.14 20:40:32",26.5,59.5,17.9,"14","20"
"1073","Dentro","2018.05.14 20:50:32",26.3,59.6,17.8,"14","20"
"1074","Dentro","2018.05.14 21:00:32",26.2,59.6,17.7,"14","21"
"1075","Dentro","2018.05.14 21:10:32",26,59.7,17.6,"14","21"
"1076","Dentro","2018.05.14 21:20:32",25.9,59.8,17.4,"14","21"
"1077","Dentro","2018.05.14 21:30:32",25.7,59.8,17.3,"14","21"
"1078","Dentro","2018.05.14 21:40:32",25.5,59.9,17.2,"14","21"
"1079","Dentro","2018.05.14 21:50:32",25.4,60.1,17.1,"14","21"
"1080","Dentro","2018.05.14 22:00:32",25.2,60.2,16.9,"14","22"
"1081","Dentro","2018.05.14 22:10:32",25.1,60.3,16.8,"14","22"
"1082","Dentro","2018.05.14 22:20:32",24.9,60.4,16.7,"14","22"
"1083","Dentro","2018.05.14 22:30:32",24.8,60.5,16.6,"14","22"
"1084","Dentro","2018.05.14 22:40:32",24.6,60.6,16.5,"14","22"
"1085","Dentro","2018.05.14 22:50:32",24.5,60.7,16.4,"14","22"
"1086","Dentro","2018.05.14 23:00:32",24.4,60.8,16.3,"14","23"
"1087","Dentro","2018.05.14 23:10:32",24.2,60.9,16.2,"14","23"
"1088","Dentro","2018.05.14 23:20:32",24.1,61.1,16.1,"14","23"
"1089","Dentro","2018.05.14 23:30:32",24,61.2,16,"14","23"
"1090","Dentro","2018.05.14 23:40:32",23.8,61.3,15.9,"14","23"
"1091","Dentro","2018.05.14 23:50:32",23.7,61.4,15.8,"14","23"
